-1006644351,3655.0,3,2018-02-04,355313081695350,user32,existing,15.283333333333333,MOBILE,N/A,N/A
-1010310817,3232045.0,15,2018-02-04,357361050011650,google,amazon,25.366666666666667,MOBILE,N/A,N/A
-101043646,9200.0,1,2018-02-04,351881062822390,existing,,19.35,MOBILE,N/A,N/A
-1012305725,36902.0,1,2018-02-04,862264034310290,google,,7.733333333333333,MOBILE,N/A,N/A
-1012727273,924.0,1,2018-02-04,353826085678200,facetime,,19.05,MOBILE,N/A,N/A
-1012781236,26281.0,3,2018-02-04,358982076590520,user32,existing,14.433333333333334,MOBILE,N/A,N/A
-101286659,32164.0,12,2018-02-04,990000645194650,user32,ssl,0.15,MOBILE,N/A,N/A
-1015269555,27542.0,3,2018-02-04,353726063963050,dropbox,instagram,15.333333333333334,MOBILE,N/A,N/A
-1016289573,49626.0,5,2018-02-04,867564020603290,itunes,httpv2,24.466666666666665,MOBILE,N/A,N/A
-1017773018,352096.0,5,2018-02-04,353255075358760,google,existing,2789.7,MOBILE,N/A,N/A
-1018192130,8504.0,2,2018-02-04,352127071476620,applepushnotification,,32.166666666666664,MOBILE,N/A,N/A
-1018255682,0.0,5,2018-02-04,355357081268720,facebook,nopayload,0.2,MOBILE,N/A,N/A
-1019086790,4277.0,3,2018-02-04,861957035007530,http,user32,0.016666666666666666,MOBILE,N/A,N/A
-1019113701,110133.0,11,2018-02-04,351625070950740,windowslive,google,2.15,MOBILE,N/A,N/A
-102922245,30355.0,13,2018-02-04,352475070359060,whatsapp,googleplushangout,1.4166666666666667,MOBILE,N/A,N/A
-103099075,170612.0,9,2018-02-04,359447060052030,youtube,ssl,13.416666666666666,MOBILE,N/A,N/A
-1043217658,20794.0,2,2018-02-04,356996064677650,existing,google,19.05,MOBILE,N/A,N/A
-1043754582,1714.0,5,2018-02-04,355376070230700,unknowntcp,user32,20.4,MOBILE,N/A,N/A
-1044881181,1.0014204E7,4,2018-02-04,353328070537550,ssl,facebook,21.516666666666666,MOBILE,N/A,N/A
-1048369462,21335.0,3,2018-02-04,358436072250190,unknowntcp,google,17.633333333333333,MOBILE,N/A,N/A
-1049356375,0.0,3,2018-02-04,356991068249680,existing,nopayload,46.85,MOBILE,N/A,N/A
-1049441690,444.0,1,2018-02-04,357220075432480,whatsapp,,15.5,MOBILE,N/A,N/A
-1062897449,750.0,2,2018-02-04,355416074526160,nopayload,existing,1.95,MOBILE,N/A,N/A
-10669470,131.0,1,2018-02-04,351985063152990,whatsapp,,0.16666666666666666,MOBILE,N/A,N/A
-1069905466,492.0,2,2018-02-04,355316086920560,existing,,0.16666666666666666,MOBILE,N/A,N/A
-1070529190,46435.0,18,2018-02-04,355025060891470,user32,google,5.466666666666667,MOBILE,N/A,N/A
-1071727645,0.0,1,2018-02-04,357220073104980,nopayload,,20.0,MOBILE,N/A,N/A
-1071939061,224332.0,1,2018-02-04,357091077742260,unknowntcp,,19.816666666666666,MOBILE,N/A,N/A
-1076905394,0.0,2,2018-02-04,353288078730610,,,495.3,MOBILE,N/A,N/A
-1077300606,2554.0,1,2018-02-04,354449065705180,facebook_messenger,,17.2,MOBILE,N/A,N/A
-1077833499,1655.0,2,2018-02-04,355347080199490,nopayload,user32,0.48333333333333334,MOBILE,N/A,N/A
-107969778,375070.0,5,2018-02-04,869076023063390,applemaps,facebook,23.766666666666666,MOBILE,N/A,N/A
-1093516892,262.0,1,2018-02-04,869045022366490,existing,,0.16666666666666666,MOBILE,N/A,N/A
-1094381695,36694.0,4,2018-02-04,860198037943720,facebook,googleplushangout,23.283333333333335,MOBILE,N/A,N/A
-1094414501,0.0,4,2018-02-04,359223051630320,existing,bbm,2625.5333333333333,MOBILE,N/A,N/A
-1097581552,969992.0,12,2018-02-04,353288077170110,spdy,applemaps,2801.7166666666667,MOBILE,N/A,N/A
-1097791953,372.0,1,2018-02-04,359284062893850,user32,,0.0,MOBILE,N/A,N/A
-1098150929,8538.0,1,2018-02-04,355352080933200,nopayload,,58.55,MOBILE,N/A,N/A
-1098567446,8494.0,1,2018-02-04,353329070763280,applepushnotification,,0.16666666666666666,MOBILE,N/A,N/A
-1098626031,1188.0,3,2018-02-04,353871071025070,facetime,,2599.8,MOBILE,N/A,N/A
-1100568096,800.0,2,2018-02-04,353288073124780,user32,,0.16666666666666666,MOBILE,N/A,N/A
-1101276411,23419.0,4,2018-02-04,353802088846850,ssl,existing,21.1,MOBILE,N/A,N/A
-1102884107,315.0,1,2018-02-04,353871070533140,existing,,0.08333333333333333,MOBILE,N/A,N/A
-1103156061,44981.0,1,2018-02-04,353311071589760,google,,17.8,MOBILE,N/A,N/A
-1104051688,67440.0,1,2018-02-04,352532079000110,applepushnotification,,18.233333333333334,MOBILE,N/A,N/A
-1105930654,2908.0,2,2018-02-04,355323085999600,facetime,existing,20.316666666666666,MOBILE,N/A,N/A
-1105982339,324.0,2,2018-02-04,359216071592930,applepushnotification,user32,20.0,MOBILE,N/A,N/A
-1122203822,5406114.0,7,2018-02-04,352188072939400,facebook,ssl,23.283333333333335,MOBILE,N/A,N/A
-1123012061,170.0,1,2018-02-04,860238021262480,whatsapp,,0.16666666666666666,MOBILE,N/A,N/A
-1123047968,265744.0,2,2018-02-04,353815084083440,ssl,,19.633333333333333,MOBILE,N/A,N/A
-1123843288,1247.0,3,2018-02-04,353333070340410,whatsapp,user32,0.16666666666666666,MOBILE,N/A,N/A
-1124859997,2669.0,1,2018-02-04,359153070861360,ssl,,15.933333333333334,MOBILE,N/A,N/A
-1126617514,9352716.0,4,2018-02-04,867203029968350,existing,twitter,40.833333333333336,MOBILE,N/A,N/A
-1127781413,11310.0,3,2018-02-04,359176073358760,gmail,facebook_messenger,20.0,MOBILE,N/A,N/A
-1128208435,2308.0,1,2018-02-04,355326084234190,user32,,17.2,MOBILE,N/A,N/A
-1128556908,1.8352049E7,5,2018-02-04,866147023954570,ssl,viber,20.866666666666667,MOBILE,N/A,N/A
-1128987779,18099.0,3,2018-02-04,355721067151130,applemaps,icloud,18.316666666666666,MOBILE,N/A,N/A
-1129017627,226256.0,8,2018-02-04,351542069434020,facebook_messenger,facebook_browser,300.01666666666665,MOBILE,N/A,N/A
-1130113050,0.0,1,2018-02-04,351989060026350,facebook_messenger,,0.0,MOBILE,N/A,N/A
-1130774279,1188.0,1,2018-02-04,355900067846210,facetime,,18.65,MOBILE,N/A,N/A
-1130947226,2654.0,1,2018-02-04,358430073915490,http,,0.16666666666666666,MOBILE,N/A,N/A
-1132622374,1980.0,5,2018-02-04,353308070656180,existing,facetime,121.71666666666667,MOBILE,N/A,N/A
-1134554783,338.0,1,2018-02-04,353807081963850,nopayload,,12.5,MOBILE,N/A,N/A
-1152655995,372.0,1,2018-02-04,355424074525360,user32,,14.883333333333333,MOBILE,N/A,N/A
-1153366081,0.0,3,2018-02-04,356530064247440,youtube_web,whatsapp,1.7833333333333334,MOBILE,N/A,N/A
-1156381699,2856.0,1,2018-02-04,357081070272190,nopayload,,19.4,MOBILE,N/A,N/A
-1157611223,9498.0,3,2018-02-04,355318084327500,existing,nopayload,20.6,MOBILE,N/A,N/A
-1161460028,1974.0,2,2018-02-04,357759053717770,icloud,existing,0.16666666666666666,MOBILE,N/A,N/A
-1162227833,3620.0,1,2018-02-04,3563870647115401,existing,,16.15,MOBILE,N/A,N/A
-1183441881,291232.0,4,2018-02-04,353314071107600,existing,itunes,14.683333333333334,MOBILE,N/A,N/A
-1185381117,0.0,4,2018-02-04,351620061140890,facebook,user32,1.9333333333333333,MOBILE,N/A,N/A
-1187191668,12794.0,1,2018-02-04,351723074832600,httpv2,,55.016666666666666,MOBILE,N/A,N/A
-118758043,3267584.0,24,2018-02-04,358301072379550,applesiri,youtube,214.18333333333334,MOBILE,N/A,N/A
-1188298840,451028.0,2,2018-02-04,359252077919760,facebook_video,user32,2781.516666666667,MOBILE,N/A,N/A
-11892141,12880.0,2,2018-02-04,359283068997860,unknowntcp,,17.983333333333334,MOBILE,N/A,N/A
-119205275,26896.0,2,2018-02-04,359099068206240,ssl,snapchat,20.966666666666665,MOBILE,N/A,N/A
-11982631,0.0,5,2018-02-04,355430073677110,facebook_messenger,icloud,4.033333333333333,MOBILE,N/A,N/A
-120807919,8771.0,1,2018-02-04,355321080396510,applepushnotification,,0.1,MOBILE,N/A,N/A
-1212279565,1.9473294E7,8,2018-02-04,358725048085760,nopayload,instagram,22.45,MOBILE,N/A,N/A
-1213917080,37385.0,1,2018-02-04,353813085564780,instagram,,0.15,MOBILE,N/A,N/A
-1215733588,18930.0,7,2018-02-04,355432071613840,facebook_video,nopayload,1.2666666666666666,MOBILE,N/A,N/A
-1216808762,791.0,1,2018-02-04,353289072054920,existing,,11.016666666666667,MOBILE,N/A,N/A
-1216808796,3402.0,1,2018-02-04,353336077325220,unknowntcp,,11.9,MOBILE,N/A,N/A
-1220626011,30065.0,7,2018-02-04,352031075043410,user32,google,2600.9666666666667,MOBILE,N/A,N/A
-1240759737,9773256.0,4,2018-02-04,359213079666650,existing,snapchat,11.183333333333334,MOBILE,N/A,N/A
-1241598652,40920.0,3,2018-02-04,353111086562550,user32,itunes,11.016666666666667,MOBILE,N/A,N/A
-1243557262,418.0,1,2018-02-04,868087024023570,user32,,0.16666666666666666,MOBILE,N/A,N/A
-124369168,3950.0,10,2018-02-04,359263064112870,whatsapp,user32,482.0833333333333,MOBILE,N/A,N/A
-1245437018,22750.0,3,2018-02-04,353808084784320,user32,applemaps,32.18333333333333,MOBILE,N/A,N/A
-1248242044,8518.0,2,2018-02-04,357460067538840,instagram,,0.16666666666666666,MOBILE,N/A,N/A
-1248978327,100684.0,2,2018-02-04,359093052091400,google,user32,17.616666666666667,MOBILE,N/A,N/A
-125428281,2079582.0,4,2018-02-04,356100066967210,amazon,googleplushangout,2556.233333333333,MOBILE,N/A,N/A
-125518055,7992.0,9,2018-02-04,359708060850410,user32,applepushnotification,1.7166666666666666,MOBILE,N/A,N/A
-126412717,32505.0,6,2018-02-04,866112022923600,ssl,nopayload,2.55,MOBILE,N/A,N/A
-127190043,22835.0,4,2018-02-04,354381066340410,icmp,user32,22.733333333333334,MOBILE,N/A,N/A
-128963671,138807.0,6,2018-02-04,355025062752740,googleplushangout,ssl,20.65,MOBILE,N/A,N/A
-129884316,1236602.0,8,2018-02-04,353822082288680,appleupdates,itunes,215.01666666666668,MOBILE,N/A,N/A
-132534565,400.0,1,2018-02-04,863730039325520,user32,,0.16666666666666666,MOBILE,N/A,N/A
-132709462,820408.0,12,2018-02-04,352828062018960,linkedin,google,218.73333333333332,MOBILE,N/A,N/A
-147685346,41222.0,1,2018-02-04,357357053998960,unknowntcp,,23.316666666666666,MOBILE,N/A,N/A
-153805342,286523.0,9,2018-02-04,352731081173750,googleplushangout,google,26.7,MOBILE,N/A,N/A
-153832336,1412566.0,3,2018-02-04,353815081708460,existing,unknowntcp,20.216666666666665,MOBILE,N/A,N/A
-153925588,1042798.0,7,2018-02-04,355623085384920,unknownudp,ssl,267.46666666666664,MOBILE,N/A,N/A
-160358492,296.0,1,2018-02-04,353768052926600,user32,,0.016666666666666666,MOBILE,N/A,N/A
-1632715867,181413.0,3,2018-02-04,354409063661830,applemaps,httpv2,15.65,MOBILE,N/A,N/A
-1633396260,8676.0,2,2018-02-04,357224071809080,ssl,icmp,0.35,MOBILE,N/A,N/A
-1642657030,6881.0,3,2018-02-04,351542065252080,google,applepushnotification,0.16666666666666666,MOBILE,N/A,N/A
-1652697182,5646.0,6,2018-02-04,357945063677640,ntp,user32,34.083333333333336,MOBILE,N/A,N/A
-1673248578,414.0,1,2018-02-04,358375066008020,existing,,0.1,MOBILE,N/A,N/A
-1696185668,1.047104E7,16,2018-02-04,359259065995190,facebook,facebook_messenger,118.91666666666667,MOBILE,N/A,N/A
-1697200697,4398.0,3,2018-02-04,862106024333960,unknowntcp,,1.7833333333333334,MOBILE,N/A,N/A
-1724012473,2574.0,3,2018-02-04,359127076900250,facetime,snapchat,19.816666666666666,MOBILE,N/A,N/A
-1724051389,73599.0,8,2018-02-04,355424070329120,facebook_video,facebook_browser,22.066666666666666,MOBILE,N/A,N/A
-1726575458,42582.0,4,2018-02-04,354440068073570,icloud,http,0.48333333333333334,MOBILE,N/A,N/A
-1727615226,16712.0,4,2018-02-04,355416072886170,facebook_video,googlemap,61.516666666666666,MOBILE,N/A,N/A
-172800377,23444.0,1,2018-02-04,358565073034470,googleplushangout,,18.033333333333335,MOBILE,N/A,N/A
-1735465089,572.0,2,2018-02-04,867802025207060,facebook_messenger,,0.16666666666666666,MOBILE,N/A,N/A
-1750706167,7119.0,3,2018-02-04,354919070163380,merakivpn,applepushnotification,5.716666666666667,MOBILE,N/A,N/A
-1751686292,132709.0,5,2018-02-04,911428002184920,existing,user32,24.3,MOBILE,N/A,N/A
-1751967651,0.0,2,2018-02-04,359258065739860,,,16.783333333333335,MOBILE,N/A,N/A
-1752526400,148.0,5,2018-02-04,861027034762840,whatsapp,existing,16.933333333333334,MOBILE,N/A,N/A
-1753323904,177623.0,7,2018-02-04,3592050771717307,facebook,ntp,2598.616666666667,MOBILE,N/A,N/A
-1754372473,15717.0,3,2018-02-04,357220077111720,google,existing,18.2,MOBILE,N/A,N/A
-1757167999,7709294.0,1,2018-02-04,352751010342240,http,,19.916666666666668,MOBILE,N/A,N/A
-1757546947,15186.0,2,2018-02-04,355442077425460,applemaps,,20.05,MOBILE,N/A,N/A
-1759112187,1.3969486E7,21,2018-02-04,357766077005520,ssl,google,5.233333333333333,MOBILE,N/A,N/A
-1760347357,12766.0,5,2018-02-04,351669082769010,unknowntcp,google,22.066666666666666,MOBILE,N/A,N/A
-1760495228,1521766.0,1,2018-02-04,357460060525840,http,,11.2,MOBILE,N/A,N/A
-1761361152,22516.0,5,2018-02-04,357220075531120,existing,imaps,2.5,MOBILE,N/A,N/A
-1762253118,1786.0,3,2018-02-04,353317076462050,existing,user32,18.866666666666667,MOBILE,N/A,N/A
-1780622185,3684.0,2,2018-02-04,864103029916030,google,http,18.416666666666668,MOBILE,N/A,N/A
